rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name
65006620,240,13952,2017-05-15 12:49:00 UTC,99,"Old Quebec Street, Marylebone",2017-05-15 12:45:00 UTC,169,"Porchester Place, Paddington"
65006621,240,11221,2017-05-15 12:49:00 UTC,187,"Queen's Gate (South), South Kensington",2017-05-15 12:45:00 UTC,428,"Exhibition Road, Knightsbridge"
65006622,540,2159,2017-05-15 12:54:00 UTC,11,"Brunswick Square, Bloomsbury",2017-05-15 12:45:00 UTC,27,"Bouverie Street, Temple"
65006623,960,265,2017-05-15 13:01:00 UTC,107,"Finsbury Leisure Centre, St. Luke's",2017-05-15 12:45:00 UTC,284,"Lambeth North Station, Waterloo"
65006624,300,6369,2017-05-15 12:50:00 UTC,766,"Ram Street, Wandsworth",2017-05-15 12:45:00 UTC,688,"Northfields, Wandsworth"
65006625,1560,4148,2017-05-15 13:11:00 UTC,762,"Storey's Gate, Westminster",2017-05-15 12:45:00 UTC,658,"Ethelburga Estate, Battersea Park"
65006626,660,9594,2017-05-15 12:57:00 UTC,387,"Fire Brigade Pier, Vauxhall",2017-05-15 12:46:00 UTC,228,"St. James's Square, St. James's"
65006627,780,743,2017-05-15 12:59:00 UTC,228,"St. James's Square, St. James's",2017-05-15 12:46:00 UTC,136,"Queen Victoria Street, St. Paul's"
65006628,120,11345,2017-05-15 12:48:00 UTC,458,"Wapping Lane, Wapping",2017-05-15 12:46:00 UTC,451,"Hermitage Court, Wapping"
65006629,1020,9334,2017-05-15 13:03:00 UTC,653,"Simpson Street, Clapham Junction",2017-05-15 12:46:00 UTC,356,"South Kensington Station, South Kensington"
65006630,660,11810,2017-05-15 12:57:00 UTC,587,"Monument Street, Monument",2017-05-15 12:46:00 UTC,54,"Golden Lane, Barbican"
65006631,540,1415,2017-05-15 12:55:00 UTC,617,"Elysium Place, Fulham",2017-05-15 12:46:00 UTC,686,"Beryl Road, Hammersmith"
65006632,540,13205,2017-05-15 12:55:00 UTC,267,"Regency Street, Westminster",2017-05-15 12:46:00 UTC,347,"Lower Marsh, Waterloo"
65006633,300,13385,2017-05-15 12:51:00 UTC,374,"Waterloo Station 1, Waterloo",2017-05-15 12:46:00 UTC,338,"Wellington Street , Strand"
65006634,1080,7320,2017-05-15 13:04:00 UTC,54,"Golden Lane, Barbican",2017-05-15 12:46:00 UTC,364,"Alfred Place, Bloomsbury"
65006635,540,9642,2017-05-15 12:55:00 UTC,589,"Drayton Gardens, West Chelsea",2017-05-15 12:46:00 UTC,5,"Sedding Street, Sloane Square"
65006638,240,9567,2017-05-15 12:50:00 UTC,140,"Finsbury Square , Moorgate",2017-05-15 12:46:00 UTC,73,"Old Street Station, St. Luke's"
65006640,360,14533,2017-05-15 12:52:00 UTC,229,"Whitehall Place, Strand",2017-05-15 12:46:00 UTC,256,"Houghton Street, Strand"
65006641,600,5133,2017-05-15 12:56:00 UTC,154,"Waterloo Station 3, Waterloo",2017-05-15 12:46:00 UTC,269,"Empire Square, The Borough"
65006642,360,6098,2017-05-15 12:53:00 UTC,9,"New Globe Walk, Bankside",2017-05-15 12:47:00 UTC,374,"Waterloo Station 1, Waterloo"
65006643,2820,8433,2017-05-15 13:33:00 UTC,194,"Hop Exchange, The Borough",2017-05-15 12:46:00 UTC,318,"Sackville Street, Mayfair"
65006644,300,3963,2017-05-15 12:51:00 UTC,359,"Butler Place, Westminster",2017-05-15 12:46:00 UTC,281,"Smith Square, Westminster"
65006645,1500,9941,2017-05-15 13:12:00 UTC,795,"Melton Street, Euston",2017-05-15 12:47:00 UTC,428,"Exhibition Road, Knightsbridge"
65006646,120,8060,2017-05-15 12:49:00 UTC,239,"Warren Street Station, Euston",2017-05-15 12:47:00 UTC,357,"Howland Street, Fitzrovia"
65006647,1020,4450,2017-05-15 13:04:00 UTC,22,"Northington Street , Holborn",2017-05-15 12:47:00 UTC,581,"New Cavendish Street, Marylebone"
65006648,300,2537,2017-05-15 12:52:00 UTC,23,"Red Lion Square, Holborn",2017-05-15 12:47:00 UTC,383,"Frith Street, Soho"
65006649,1260,5202,2017-05-15 13:08:00 UTC,428,"Exhibition Road, Knightsbridge",2017-05-15 12:47:00 UTC,265,"Southwick Street, Paddington"
65006650,120,8788,2017-05-15 12:49:00 UTC,671,"Parsons Green Station, Parsons Green",2017-05-15 12:47:00 UTC,727,"Chesilton Road, Fulham"
65006651,1740,3819,2017-05-15 13:16:00 UTC,130,"Tower Gardens , Tower",2017-05-15 12:47:00 UTC,793,"Cromer Street, Bloomsbury"
65006652,2760,3303,2017-05-15 13:33:00 UTC,194,"Hop Exchange, The Borough",2017-05-15 12:47:00 UTC,318,"Sackville Street, Mayfair"
65006653,2520,1311,2017-05-15 13:29:00 UTC,10,"Park Street, Bankside",2017-05-15 12:47:00 UTC,318,"Sackville Street, Mayfair"
65006654,780,4555,2017-05-15 13:00:00 UTC,45,"Boston Place, Marylebone",2017-05-15 12:47:00 UTC,428,"Exhibition Road, Knightsbridge"
65006655,480,7954,2017-05-15 12:55:00 UTC,666,"Olympia Way, Olympia",2017-05-15 12:47:00 UTC,613,"Woodstock Grove, Shepherd's Bush"
65006656,2580,10305,2017-05-15 13:30:00 UTC,10,"Park Street, Bankside",2017-05-15 12:47:00 UTC,318,"Sackville Street, Mayfair"
65006657,900,6274,2017-05-15 13:02:00 UTC,349,"St. George Street, Mayfair",2017-05-15 12:47:00 UTC,151,"Chepstow Villas, Notting Hill"
65006658,180,10774,2017-05-15 12:50:00 UTC,254,"Chadwell Street, Angel",2017-05-15 12:47:00 UTC,264,"Tysoe Street, Clerkenwell"
65006659,780,1674,2017-05-15 13:00:00 UTC,559,"Abbotsbury Road, Holland Park",2017-05-15 12:47:00 UTC,707,"Barons Court Station, West Kensington"
65006660,120,7880,2017-05-15 12:49:00 UTC,303,"Albert Gate, Hyde Park",2017-05-15 12:47:00 UTC,191,"Hyde Park Corner, Hyde Park"
65006661,360,10664,2017-05-15 12:54:00 UTC,81,"Great Titchfield Street, Fitzrovia",2017-05-15 12:48:00 UTC,109,"Soho Square , Soho"
65006662,720,13665,2017-05-15 13:00:00 UTC,559,"Abbotsbury Road, Holland Park",2017-05-15 12:48:00 UTC,707,"Barons Court Station, West Kensington"
65006663,240,11454,2017-05-15 12:52:00 UTC,202,"Leman Street, Aldgate",2017-05-15 12:48:00 UTC,449,"Shadwell Station, Shadwell"
65006664,1500,11451,2017-05-15 13:13:00 UTC,557,"King Edward Street, St Pauls",2017-05-15 12:48:00 UTC,351,"Macclesfield Rd, St Lukes"
65006665,600,14593,2017-05-15 12:58:00 UTC,39,"Shoreditch High Street, Shoreditch",2017-05-15 12:48:00 UTC,698,"Shoreditch Court, Haggerston"
65006666,540,6071,2017-05-15 12:57:00 UTC,115,"Braham Street, Aldgate",2017-05-15 12:48:00 UTC,449,"Shadwell Station, Shadwell"
65006667,720,8735,2017-05-15 13:00:00 UTC,350,"Queen's Gate, Kensington Gardens",2017-05-15 12:48:00 UTC,151,"Chepstow Villas, Notting Hill"
65006668,1080,14956,2017-05-15 13:06:00 UTC,225,"Notting Hill Gate Station, Notting Hill",2017-05-15 12:48:00 UTC,53,"Grafton Street, Mayfair"
65006669,540,8814,2017-05-15 12:57:00 UTC,541,"Green Park Station, Mayfair",2017-05-15 12:48:00 UTC,5,"Sedding Street, Sloane Square"
65006670,840,7549,2017-05-15 13:02:00 UTC,32,"Leonard Circus , Shoreditch",2017-05-15 12:48:00 UTC,85,"Tanner Street, Bermondsey"
65006671,1320,1274,2017-05-15 13:10:00 UTC,266,"Queen's Gate (North), Kensington",2017-05-15 12:48:00 UTC,171,"Collingham Gardens, Earl's Court"
65006673,1380,7286,2017-05-15 13:11:00 UTC,377,"Waterloo Bridge, South Bank",2017-05-15 12:48:00 UTC,680,"Westbridge Road, Battersea"
65006674,300,12660,2017-05-15 12:53:00 UTC,362,"Royal College Street, Camden Town",2017-05-15 12:48:00 UTC,545,"Arlington Road, Camden Town"
65006675,480,5021,2017-05-15 12:56:00 UTC,433,"Wren Street, Holborn",2017-05-15 12:48:00 UTC,19,"Taviton Street, Bloomsbury"
65006676,600,2142,2017-05-15 12:58:00 UTC,340,"Bank of England Museum, Bank",2017-05-15 12:48:00 UTC,282,"Royal London Hospital, Whitechapel"
65006677,240,13806,2017-05-15 12:53:00 UTC,132,"Bethnal Green Road, Shoreditch",2017-05-15 12:49:00 UTC,534,"Goldsmith's Row, Haggerston"
65006678,120,8178,2017-05-15 12:51:00 UTC,132,"Bethnal Green Road, Shoreditch",2017-05-15 12:49:00 UTC,390,"Buxton Street 1, Shoreditch"
65006679,300,1771,2017-05-15 12:54:00 UTC,98,"Hampstead Road, Euston",2017-05-15 12:49:00 UTC,14,"Belgrove Street , King's Cross"
65006680,1560,814,2017-05-15 13:15:00 UTC,790,"Stratford Station, Stratford",2017-05-15 12:49:00 UTC,495,"Bow Church Station, Bow"
65006681,420,4553,2017-05-15 12:56:00 UTC,535,"Gloucester Avenue, Camden Town",2017-05-15 12:49:00 UTC,315,"The Tennis Courts, The Regent's Park"
65006683,180,14908,2017-05-15 12:47:00 UTC,338,"Wellington Street , Strand",2017-05-15 12:44:00 UTC,341,"Craven Street, Strand"
65006684,1200,7662,2017-05-15 13:09:00 UTC,74,"Vauxhall Cross, Vauxhall",2017-05-15 12:49:00 UTC,72,"Farringdon Lane, Clerkenwell"
65006685,300,13832,2017-05-15 12:54:00 UTC,705,"Upper Richmond Road, Putney",2017-05-15 12:49:00 UTC,685,"Osiers Road, Wandsworth"
65006686,420,103,2017-05-15 12:56:00 UTC,466,"Whiston Road, Haggerston",2017-05-15 12:49:00 UTC,319,"Baldwin Street, St. Luke's"
65006687,540,10210,2017-05-15 12:58:00 UTC,715,"Aylward Street, Stepney",2017-05-15 12:49:00 UTC,492,"The Green Bridge, Mile End"
65006688,900,11327,2017-05-15 13:04:00 UTC,786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",2017-05-15 12:49:00 UTC,785,"Aquatic Centre, Queen Elizabeth Olympic Park"
65006690,540,6582,2017-05-15 12:59:00 UTC,495,"Bow Church Station, Bow",2017-05-15 12:50:00 UTC,469,"Lindfield Street, Poplar"
65006691,300,7269,2017-05-15 12:55:00 UTC,17,"Hatton Wall, Holborn",2017-05-15 12:50:00 UTC,11,"Brunswick Square, Bloomsbury"
65006692,960,10062,2017-05-15 13:06:00 UTC,345,"Flood Street, Chelsea",2017-05-15 12:50:00 UTC,349,"St. George Street, Mayfair"
65006693,600,12056,2017-05-15 13:00:00 UTC,69,"Euston Road, Euston",2017-05-15 12:50:00 UTC,535,"Gloucester Avenue, Camden Town"
65006694,1740,595,2017-05-15 13:19:00 UTC,99,"Old Quebec Street, Marylebone",2017-05-15 12:50:00 UTC,132,"Bethnal Green Road, Shoreditch"
65006695,480,7241,2017-05-15 12:58:00 UTC,649,"World's End Place, West Chelsea",2017-05-15 12:50:00 UTC,680,"Westbridge Road, Battersea"
65006696,360,4598,2017-05-15 12:56:00 UTC,246,"Berry Street, Clerkenwell",2017-05-15 12:50:00 UTC,39,"Shoreditch High Street, Shoreditch"
65006697,240,1542,2017-05-15 12:54:00 UTC,254,"Chadwell Street, Angel",2017-05-15 12:50:00 UTC,433,"Wren Street, Holborn"
65006698,180,11071,2017-05-15 12:53:00 UTC,31,"Fanshaw Street, Hoxton",2017-05-15 12:50:00 UTC,539,"Hoxton Station, Hoxton"
65006699,300,3684,2017-05-15 12:55:00 UTC,178,"Warwick Square, Pimlico",2017-05-15 12:50:00 UTC,178,"Warwick Square, Pimlico"
65006700,240,14751,2017-05-15 12:54:00 UTC,216,"Old Brompton Road, South Kensington",2017-05-15 12:50:00 UTC,757,"Harcourt Terrace, West Brompton"
65006701,720,4270,2017-05-15 13:02:00 UTC,460,"Burdett Road, Mile End",2017-05-15 12:50:00 UTC,500,"Ansell House, Stepney"
65006702,480,7277,2017-05-15 12:59:00 UTC,589,"Drayton Gardens, West Chelsea",2017-05-15 12:51:00 UTC,680,"Westbridge Road, Battersea"
65006703,1380,7267,2017-05-15 13:13:00 UTC,14,"Belgrove Street , King's Cross",2017-05-15 12:50:00 UTC,272,"Baylis Road, Waterloo"
65006704,540,13624,2017-05-15 13:00:00 UTC,38,"Abingdon Villas, Kensington",2017-05-15 12:51:00 UTC,36,"De Vere Gardens, Kensington"
65006705,960,3002,2017-05-15 13:07:00 UTC,234,"Liverpool Road (N1 Centre), Angel",2017-05-15 12:51:00 UTC,386,"Moor Street, Soho"
65006706,300,7309,2017-05-15 12:56:00 UTC,58,"New Inn Yard, Shoreditch",2017-05-15 12:51:00 UTC,533,"Wellington Row, Bethnal Green"
65006707,60,4977,2017-05-15 12:52:00 UTC,320,"Queen Mother Sports Centre, Victoria",2017-05-15 12:51:00 UTC,148,"Tachbrook Street, Victoria"
65006708,180,13260,2017-05-15 12:54:00 UTC,360,"Howick Place, Westminster",2017-05-15 12:51:00 UTC,221,"Horseferry Road, Westminster"
65006709,360,14901,2017-05-15 12:57:00 UTC,570,"Upper Bank Street, Canary Wharf",2017-05-15 12:51:00 UTC,538,"Naval Row, Blackwall"
65006710,840,626,2017-05-15 13:05:00 UTC,17,"Hatton Wall, Holborn",2017-05-15 12:51:00 UTC,39,"Shoreditch High Street, Shoreditch"
65006711,540,1792,2017-05-15 13:00:00 UTC,365,"City Road, Angel",2017-05-15 12:51:00 UTC,215,"Moorfields, Moorgate"
65006712,780,5450,2017-05-15 13:04:00 UTC,730,"Bridge Avenue, Hammersmith",2017-05-15 12:51:00 UTC,727,"Chesilton Road, Fulham"
65006713,1560,10302,2017-05-15 13:17:00 UTC,49,"Curzon Street, Mayfair",2017-05-15 12:51:00 UTC,584,"Ilchester Gardens, Bayswater"
65006714,1140,1042,2017-05-15 13:11:00 UTC,491,"Queen Mary's, Mile End",2017-05-15 12:52:00 UTC,206,"New Road 1 , Whitechapel"
65006715,120,11277,2017-05-15 12:54:00 UTC,225,"Notting Hill Gate Station, Notting Hill",2017-05-15 12:52:00 UTC,584,"Ilchester Gardens, Bayswater"
65006716,480,4461,2017-05-15 13:00:00 UTC,187,"Queen's Gate (South), South Kensington",2017-05-15 12:52:00 UTC,157,"Wright's Lane, Kensington"
65006717,720,3904,2017-05-15 13:04:00 UTC,421,"Southwark Station 2, Southwark",2017-05-15 12:52:00 UTC,360,"Howick Place, Westminster"
65006718,120,122,2017-05-15 12:54:00 UTC,250,"Royal Avenue 1, Chelsea",2017-05-15 12:52:00 UTC,345,"Flood Street, Chelsea"
65006719,240,8564,2017-05-15 12:56:00 UTC,229,"Whitehall Place, Strand",2017-05-15 12:52:00 UTC,354,"Northumberland Avenue, Strand"
65006720,120,9469,2017-05-15 12:54:00 UTC,696,"Charing Cross Hospital, Hammersmith",2017-05-15 12:52:00 UTC,707,"Barons Court Station, West Kensington"
65006721,960,10568,2017-05-15 13:08:00 UTC,335,"Tavistock Street, Covent Garden",2017-05-15 12:52:00 UTC,86,"Sancroft Street, Vauxhall"
65006722,360,3195,2017-05-15 12:58:00 UTC,232,"Carey Street, Holborn",2017-05-15 12:52:00 UTC,57,"Guilford Street , Bloomsbury"
65006724,300,6480,2017-05-15 12:57:00 UTC,735,"Grant Road East, Clapham Junction",2017-05-15 12:52:00 UTC,623,"Nantes Close, Wandsworth"
65006725,180,6331,2017-05-15 12:55:00 UTC,80,"Webber Street , Southwark",2017-05-15 12:52:00 UTC,125,"Borough High Street, The Borough"
65006726,360,7355,2017-05-15 12:58:00 UTC,650,"St. Mark's Road, North Kensington",2017-05-15 12:52:00 UTC,622,"Lansdowne Road, Ladbroke Grove"
65006727,660,1978,2017-05-15 13:03:00 UTC,553,"Regent's Row , Haggerston",2017-05-15 12:52:00 UTC,39,"Shoreditch High Street, Shoreditch"
65006728,300,9486,2017-05-15 12:57:00 UTC,77,"Russell Square Station, Bloomsbury",2017-05-15 12:52:00 UTC,12,"Malet Street, Bloomsbury"
65006729,960,12497,2017-05-15 13:09:00 UTC,440,"Kennington Oval, Oval",2017-05-15 12:53:00 UTC,810,"Tate Modern, Bankside"
65006730,1320,14086,2017-05-15 13:15:00 UTC,355,"Oval Way, Vauxhall",2017-05-15 12:53:00 UTC,268,"Belgrave Road, Victoria"
65006731,180,1642,2017-05-15 12:56:00 UTC,300,"Serpentine Car Park, Hyde Park",2017-05-15 12:53:00 UTC,266,"Queen's Gate (North), Kensington"
65006732,600,14215,2017-05-15 13:03:00 UTC,392,"Imperial College, Knightsbridge",2017-05-15 12:53:00 UTC,770,"Gwendwr Road, West Kensington"
65006733,420,6863,2017-05-15 13:00:00 UTC,174,"Strand, Strand",2017-05-15 12:53:00 UTC,24,"British Museum, Bloomsbury"
65006734,2220,12664,2017-05-15 13:30:00 UTC,268,"Belgrave Road, Victoria",2017-05-15 12:53:00 UTC,456,"Parkway, Camden Town"
65006735,1140,2222,2017-05-15 13:12:00 UTC,114,"Park Road (Baker Street), The Regent's Park",2017-05-15 12:53:00 UTC,535,"Gloucester Avenue, Camden Town"
65006736,900,9956,2017-05-15 13:08:00 UTC,66,"Holborn Circus, Holborn",2017-05-15 12:53:00 UTC,131,"Eversholt Street , Camden Town"
65006737,180,12971,2017-05-15 12:56:00 UTC,174,"Strand, Strand",2017-05-15 12:53:00 UTC,82,"Chancery Lane, Holborn"
65006738,300,4721,2017-05-15 12:58:00 UTC,239,"Warren Street Station, Euston",2017-05-15 12:53:00 UTC,88,"Bayley Street , Bloomsbury"
65006739,1320,14714,2017-05-15 13:15:00 UTC,581,"New Cavendish Street, Marylebone",2017-05-15 12:53:00 UTC,427,"Cheapside, Bank"
65006741,600,9332,2017-05-15 13:03:00 UTC,64,"William IV Street, Strand",2017-05-15 12:53:00 UTC,12,"Malet Street, Bloomsbury"
65006742,1740,14759,2017-05-15 13:22:00 UTC,261,"Princes Square, Bayswater",2017-05-15 12:53:00 UTC,374,"Waterloo Station 1, Waterloo"
65006743,240,1607,2017-05-15 12:57:00 UTC,558,"Page Street, Westminster",2017-05-15 12:53:00 UTC,190,"Rampayne Street, Pimlico"
65006746,300,2754,2017-05-15 12:58:00 UTC,45,"Boston Place, Marylebone",2017-05-15 12:53:00 UTC,56,"Paddington Street, Marylebone"
65006747,720,1340,2017-05-15 13:05:00 UTC,282,"Royal London Hospital, Whitechapel",2017-05-15 12:53:00 UTC,478,"Stepney Green Station, Stepney"
65006748,480,11168,2017-05-15 13:01:00 UTC,42,"Wenlock Road , Hoxton",2017-05-15 12:53:00 UTC,264,"Tysoe Street, Clerkenwell"
65006749,780,10728,2017-05-15 13:07:00 UTC,194,"Hop Exchange, The Borough",2017-05-15 12:54:00 UTC,537,"Old Montague Street, Whitechapel"
65006751,120,12520,2017-05-15 12:56:00 UTC,107,"Finsbury Leisure Centre, St. Luke's",2017-05-15 12:54:00 UTC,365,"City Road, Angel"
65006752,720,6264,2017-05-15 13:06:00 UTC,110,"Wellington Road, St. John's Wood",2017-05-15 12:54:00 UTC,279,"North Wharf Road, Paddington"
65006753,1980,14037,2017-05-15 13:27:00 UTC,221,"Horseferry Road, Westminster",2017-05-15 12:54:00 UTC,758,"Westbourne Park Road, Portobello"
65006754,240,13957,2017-05-15 12:58:00 UTC,605,"Seymour Place, Marylebone",2017-05-15 12:54:00 UTC,760,"Rossmore Road, Marylebone"
65006755,540,12394,2017-05-15 13:03:00 UTC,708,"Disraeli Road, Putney",2017-05-15 12:54:00 UTC,615,"Finlay Street, Fulham"
65006756,180,11345,2017-05-15 12:57:00 UTC,46,"Nesham Street, Wapping",2017-05-15 12:54:00 UTC,458,"Wapping Lane, Wapping"
65006757,1380,1157,2017-05-15 13:17:00 UTC,686,"Beryl Road, Hammersmith",2017-05-15 12:54:00 UTC,686,"Beryl Road, Hammersmith"
65006758,660,758,2017-05-15 13:05:00 UTC,404,"Palace Gate, Kensington Gardens",2017-05-15 12:54:00 UTC,367,"Harrowby Street, Marylebone"
65006759,720,7912,2017-05-15 13:06:00 UTC,728,"Putney Bridge Road, East Putney",2017-05-15 12:54:00 UTC,642,"Fawcett Close, Battersea"
65006760,7380,6842,2017-05-15 14:57:00 UTC,553,"Regent's Row , Haggerston",2017-05-15 12:54:00 UTC,17,"Hatton Wall, Holborn"
65006761,2040,2442,2017-05-15 13:28:00 UTC,471,"Hewison Street, Old Ford",2017-05-15 12:54:00 UTC,65,"Gower Place , Euston"
65006762,300,13107,2017-05-15 12:59:00 UTC,203,"West Smithfield Rotunda, Farringdon",2017-05-15 12:54:00 UTC,27,"Bouverie Street, Temple"
65006763,4140,5760,2017-05-15 14:03:00 UTC,595,"Hammersmith Road, Hammersmith",2017-05-15 12:54:00 UTC,595,"Hammersmith Road, Hammersmith"
65006764,1020,8680,2017-05-15 13:12:00 UTC,757,"Harcourt Terrace, West Brompton",2017-05-15 12:55:00 UTC,288,"Elizabeth Bridge, Victoria"
65006765,300,9944,2017-05-15 12:59:00 UTC,373,"Prince Consort Road, Knightsbridge",2017-05-15 12:54:00 UTC,155,"Lexham Gardens, Kensington"
65006766,5100,6940,2017-05-15 14:19:00 UTC,553,"Regent's Row , Haggerston",2017-05-15 12:54:00 UTC,521,"Driffield Road, Old Ford"
65006767,180,6818,2017-05-15 12:57:00 UTC,43,"Crawford Street, Marylebone",2017-05-15 12:54:00 UTC,396,"Shouldham Street, Marylebone"
65006768,840,1335,2017-05-15 13:09:00 UTC,552,"Watney Street, Shadwell",2017-05-15 12:55:00 UTC,550,"Harford Street, Mile End"
65006769,1020,14787,2017-05-15 13:12:00 UTC,583,"Abingdon Green, Westminster",2017-05-15 12:55:00 UTC,12,"Malet Street, Bloomsbury"
65006770,300,385,2017-05-15 13:00:00 UTC,115,"Braham Street, Aldgate",2017-05-15 12:55:00 UTC,206,"New Road 1 , Whitechapel"
65006771,780,11730,2017-05-15 13:08:00 UTC,191,"Hyde Park Corner, Hyde Park",2017-05-15 12:55:00 UTC,128,"Emperor's Gate, South Kensington"
65006772,540,1397,2017-05-15 13:04:00 UTC,93,"Cloudesley Road, Angel",2017-05-15 12:55:00 UTC,593,"Northdown Street, King's Cross"
65006773,180,2439,2017-05-15 12:58:00 UTC,737,"Fulham Broadway, Walham Green",2017-05-15 12:55:00 UTC,739,"Hortensia Road, West Brompton"
65006774,480,3157,2017-05-15 13:03:00 UTC,364,"Alfred Place, Bloomsbury",2017-05-15 12:55:00 UTC,335,"Tavistock Street, Covent Garden"
65006775,780,5598,2017-05-15 13:08:00 UTC,108,"Abbey Orchard Street, Westminster",2017-05-15 12:55:00 UTC,92,"Borough Road, Elephant & Castle"
65006776,240,6716,2017-05-15 12:59:00 UTC,458,"Wapping Lane, Wapping",2017-05-15 12:55:00 UTC,488,"Reardon Street, Wapping"
65006777,120,2591,2017-05-15 12:57:00 UTC,314,"Tyers Gate, Bermondsey",2017-05-15 12:55:00 UTC,269,"Empire Square, The Borough"
65006778,720,14130,2017-05-15 13:07:00 UTC,564,"Somerset House, Strand",2017-05-15 12:55:00 UTC,104,"Crosswall, Tower"
65006779,1380,4821,2017-05-15 13:18:00 UTC,326,"Graham Street, Angel",2017-05-15 12:55:00 UTC,234,"Liverpool Road (N1 Centre), Angel"
65006780,180,11771,2017-05-15 12:58:00 UTC,63,"Murray Grove , Hoxton",2017-05-15 12:55:00 UTC,119,"Bath Street, St. Luke's"
65006781,300,9782,2017-05-15 13:00:00 UTC,378,"Natural History Museum, South Kensington",2017-05-15 12:55:00 UTC,219,"Bramham Gardens, Earl's Court"
65006782,840,1650,2017-05-15 13:09:00 UTC,175,"Appold Street, Liverpool Street",2017-05-15 12:55:00 UTC,264,"Tysoe Street, Clerkenwell"
65006783,1560,6933,2017-05-15 13:21:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 12:55:00 UTC,248,"Triangle Car Park, Hyde Park"
65006784,1320,346,2017-05-15 13:17:00 UTC,43,"Crawford Street, Marylebone",2017-05-15 12:55:00 UTC,535,"Gloucester Avenue, Camden Town"
65006785,1500,10973,2017-05-15 13:21:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 12:56:00 UTC,248,"Triangle Car Park, Hyde Park"
65006786,2880,12669,2017-05-15 13:44:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 12:56:00 UTC,191,"Hyde Park Corner, Hyde Park"
65006787,1500,11041,2017-05-15 13:21:00 UTC,358,"High Holborn , Covent Garden",2017-05-15 12:56:00 UTC,592,"Bishop's Bridge Road East, Bayswater"
65006788,360,9801,2017-05-15 13:02:00 UTC,77,"Russell Square Station, Bloomsbury",2017-05-15 12:56:00 UTC,34,"Pancras Road, King's Cross"
65006789,840,9809,2017-05-15 13:10:00 UTC,368,"Harriet Street, Knightsbridge",2017-05-15 12:56:00 UTC,400,"George Street, Marylebone"
65006790,2880,10194,2017-05-15 13:44:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 12:56:00 UTC,191,"Hyde Park Corner, Hyde Park"
65006791,480,7425,2017-05-15 13:04:00 UTC,426,"Vincent Street, Pimlico",2017-05-15 12:56:00 UTC,305,"Kennington Lane Tesco, Vauxhall"
65006792,840,11082,2017-05-15 13:10:00 UTC,471,"Hewison Street, Old Ford",2017-05-15 12:56:00 UTC,538,"Naval Row, Blackwall"
65006793,2100,12905,2017-05-15 13:31:00 UTC,318,"Sackville Street, Mayfair",2017-05-15 12:56:00 UTC,753,"Hammersmith Town Hall, Hammersmith"
65006794,960,3844,2017-05-15 13:12:00 UTC,114,"Park Road (Baker Street), The Regent's Park",2017-05-15 12:56:00 UTC,535,"Gloucester Avenue, Camden Town"
65006795,480,4714,2017-05-15 13:04:00 UTC,32,"Leonard Circus , Shoreditch",2017-05-15 12:56:00 UTC,123,"St. John Street, Finsbury"
65006796,420,7089,2017-05-15 13:03:00 UTC,695,"Islington Green, Angel",2017-05-15 12:56:00 UTC,107,"Finsbury Leisure Centre, St. Luke's"
65006798,180,6124,2017-05-15 13:00:00 UTC,287,"Bedford Way, Bloomsbury",2017-05-15 12:57:00 UTC,57,"Guilford Street , Bloomsbury"
65006799,420,7693,2017-05-15 13:04:00 UTC,88,"Bayley Street , Bloomsbury",2017-05-15 12:57:00 UTC,335,"Tavistock Street, Covent Garden"
65006800,540,6951,2017-05-15 13:06:00 UTC,341,"Craven Street, Strand",2017-05-15 12:57:00 UTC,799,"Kings Gate House, Westminster"
65006801,300,7460,2017-05-15 13:02:00 UTC,726,"Alfreda Street, Battersea Park",2017-05-15 12:57:00 UTC,625,"Queen's Circus, Battersea Park"
65006802,480,4013,2017-05-15 13:05:00 UTC,335,"Tavistock Street, Covent Garden",2017-05-15 12:57:00 UTC,154,"Waterloo Station 3, Waterloo"
65006803,420,566,2017-05-15 13:04:00 UTC,144,"Kennington Cross, Kennington",2017-05-15 12:57:00 UTC,281,"Smith Square, Westminster"
65006804,1080,5438,2017-05-15 13:15:00 UTC,351,"Macclesfield Rd, St Lukes",2017-05-15 12:57:00 UTC,433,"Wren Street, Holborn"
65006805,900,9402,2017-05-15 13:12:00 UTC,114,"Park Road (Baker Street), The Regent's Park",2017-05-15 12:57:00 UTC,535,"Gloucester Avenue, Camden Town"
65006806,720,2580,2017-05-15 13:10:00 UTC,772,"Binfield Road, Stockwell",2017-05-15 12:58:00 UTC,768,"Clapham Common North Side, Clapham Common"
65006807,1200,7586,2017-05-15 13:18:00 UTC,17,"Hatton Wall, Holborn",2017-05-15 12:58:00 UTC,762,"Storey's Gate, Westminster"
65006808,420,5008,2017-05-15 13:05:00 UTC,284,"Lambeth North Station, Waterloo",2017-05-15 12:58:00 UTC,813,"New Spring Gardens Walk, Vauxhall"
65006809,660,8973,2017-05-15 13:09:00 UTC,61,"Great Dover Street, The Borough",2017-05-15 12:58:00 UTC,230,"Poured Lines, Bankside"
